familyId,chassisId,prefabName,shipLevel,cockpit,wing,engine,thruster,weaponBullet,weaponCannon,tail,hull,other,propulsion,weapons,cargoParts,firePower,fireRate,dps,rammingPower,healthCap,energyCap,energyRegen,moveSpeed,turnSpeed,gemCap,peopleCap,powerScore
AstroEagle,AstroEagle_09,AstroEagle_Feather,5,3,2,1,1,1,0,1,2,0,2,1,5,5.25,3.75,19.688,4.368,115.242,22.75,2.45,9.072,18.33,335.847,28.547,232.931
AstroEagle,AstroEagle_20,AstroEagle_Bee,5,3,3,2,1,1,0,1,2,0,3,1,6,6.909,5.649,39.027,7.168,96.215,32.939,3.811,16.296,20.078,339.079,28.822,241.798
AstroEagle,AstroEagle_17,AstroEagle_Thumper,6,3,1,1,1,1,0,2,2,0,2,1,4,7.908,5.228,41.344,4.68,66.323,31.863,2.883,10.05,41.072,240.489,20.442,212.627
AstroEagle,AstroEagle_13,AstroEagle_Hippo,6,1,1,1,1,1,0,1,0,0,2,1,2,7.908,5.228,41.344,1.5,114.75,31.114,2.621,8.1,8.339,750,63.75,288.868
AstroEagle,AstroEagle_19,AstroEagle_Harvester,6,3,5,1,1,1,0,1,2,0,2,1,8,8.352,4.957,41.4,4.68,112.015,33.547,3.473,12.15,9.276,507.41,43.13,265.337
AstroEagle,AstroEagle_18,AstroEagle_Pancakes,6,2,1,2,1,1,0,2,1,0,3,1,3,6.48,6.38,41.344,7.5,111.973,32.187,2.997,11.85,16.678,497.632,42.299,267.502
AstroEagle,AstroEagle_21,AstroEagle_Tortoise,6,1,1,1,1,1,0,1,1,0,2,1,2,5.662,3.726,21.094,1.5,90.042,26.266,3.287,12.15,9.276,483.153,41.068,223.48
AstroEagle,AstroEagle_16,AstroEagle_Spider,6,1,1,1,1,1,0,0,2,0,2,1,2,9.151,7.469,68.344,1.5,80.825,37.864,2.621,8.1,0.312,347.829,29.565,210.934
CosmicShark,CosmicShark_15,CosmicShark_Pony,1,0,2,1,1,0,0,0,2,0,2,0,2,3,3,9,1,27.623,6.5,2.275,17.8,2.497,90.457,7.689,83.649
CosmicShark,CosmicShark_06,CosmicShark_CEO,2,0,2,2,1,1,0,0,3,0,3,1,2,2.228,6.943,15.469,1.1,30.998,18.537,2.157,13.068,0.824,76.172,6.475,93.155
CosmicShark,CosmicShark_08,CosmicShark_October,2,0,1,1,0,1,0,0,3,0,1,1,1,3.896,3.971,15.469,1.1,30.276,15.708,1.167,10.296,13.86,62.009,5.271,98.802
CosmicShark,CosmicShark_03,CosmicShark_Goldie,3,0,2,1,1,1,0,0,3,0,2,1,2,4.5,3.75,16.875,1.2,39.467,14.471,0.34,9.216,0.799,107.681,9.153,98.259
CosmicShark,CosmicShark_04,CosmicShark_Donkey,3,0,2,1,1,1,0,0,3,0,2,1,2,4.5,3.75,16.875,1.2,42.139,21.601,2.835,12.672,1.598,96.366,8.191,113.536
CosmicShark,CosmicShark_01,CosmicShark_Mouse,3,0,2,1,0,1,0,0,2,0,1,1,2,2.019,8.358,16.875,1.2,30.077,16.577,1.077,8.448,13.44,88.059,7.485,98.39
CosmicShark,CosmicShark_10,CosmicShark_Blitzer,4,0,2,2,1,1,0,0,2,0,3,1,2,2.438,4.8,11.7,1.3,48.299,20.333,3.021,12.194,0.379,183.626,15.608,122.653
CosmicShark,CosmicShark_17,CosmicShark_Bruiser,4,0,2,1,1,1,0,0,3,0,2,1,2,7.658,2.387,18.281,1.3,42.486,20.828,2.171,10.92,0.758,138.595,11.781,118.142
CosmicShark,CosmicShark_07,CosmicShark_Lander,4,0,2,1,1,1,0,0,3,0,2,1,2,4.604,3.97,18.281,1.3,48.051,21.087,2.262,11.466,0.758,136.305,11.586,121.47
CosmicShark,CosmicShark_05,CosmicShark_Booster,4,0,2,1,1,1,0,0,2,0,2,1,2,3.642,5.02,18.281,1.3,34.513,23.859,3.232,11.466,0.758,123.239,10.475,108.645
CosmicShark,CosmicShark_02,CosmicShark_Sly,5,0,2,1,0,1,0,0,1,0,1,1,2,6.926,2.842,19.688,1.4,61.379,21.35,1.96,6.72,11.76,220.852,18.772,154.065
CosmicShark,CosmicShark_12,CosmicShark_G6,5,0,2,2,0,1,0,0,3,0,2,1,2,5.25,3.75,19.688,1.4,58.274,27.234,4.019,11.424,11.76,168,14.28,155.412
CosmicShark,CosmicShark_09,CosmicShark_Sprinter,5,0,2,2,1,1,0,0,3,0,3,1,2,3.717,10.382,38.588,1.4,59.933,28.218,2.159,11.088,0.699,162.757,13.834,148.688
CosmicShark,CosmicShark_14,CosmicShark_Falcon,5,0,2,2,1,1,0,0,3,0,3,1,2,1.838,9.375,17.227,1.4,56.45,21.723,2.091,11.928,0.699,161.112,13.695,131.28
CosmicShark,CosmicShark_11,CosmicShark_Skater,5,0,1,2,1,1,0,0,3,0,3,1,1,4.404,20.625,90.832,1.4,44.72,40.83,2.163,11.928,0.699,107.006,9.095,152.316
CosmicShark,CosmicShark_19,CosmicShark_Scout,6,0,2,2,1,1,0,0,3,0,3,1,2,5.957,12.318,73.373,1.5,105.287,39.541,3.208,10.65,0.624,342.833,29.141,237.596
CosmicShark,CosmicShark_20,CosmicShark_Duet,6,0,2,2,1,1,0,0,3,0,3,1,2,5.167,8.566,44.263,1.5,100.808,32.758,3.197,13.05,0.624,327.234,27.815,219.881
CosmicShark,CosmicShark_13,CosmicShark_Zam,6,0,2,2,1,1,0,0,2,0,3,1,2,3.644,11.345,41.344,1.5,87.764,31.306,2.688,10.65,0.624,313.839,26.676,198.865
CosmicShark,CosmicShark_18,CosmicShark_Cruiser,6,0,2,2,1,1,0,0,3,0,3,1,2,6.562,10.918,71.649,1.5,69.601,39.717,3.27,10.65,0.624,209.323,17.792,185.29
CosmicShark,CosmicShark_16,CosmicShark_Tubby,6,0,1,1,0,1,0,0,2,0,1,1,1,14.533,4.703,68.344,1.5,80.924,36.368,2.097,7.5,10.5,142.046,12.074,199.035
ForceBadger,ForceBadger_03,ForceBadger17,1,1,0,1,1,1,0,1,1,0,2,1,1,3.75,3.75,14.063,1,18.589,29.234,6.294,9.6,11.119,18.903,1.607,96.542
ForceBadger,ForceBadger_01,ForceBadger4,2,1,1,1,1,0,0,2,2,0,2,0,2,3.3,3,9.9,1.1,22.621,10.89,3.812,10.296,43.207,36.791,3.127,111.394
ForceBadger,ForceBadger_09,ForceBadger2,2,1,0,1,1,1,0,2,2,0,2,1,1,4.125,3.75,15.469,1.1,16.85,25.245,4.505,11.088,32.199,20.793,1.767,112.134
ForceBadger,ForceBadger_06,ForceBadger8,3,1,1,1,0,1,0,1,1,0,1,1,2,3.6,3,10.8,1.2,28.36,24.84,4.914,9.984,41.098,66.637,5.664,133.889
ForceBadger,ForceBadger_04,ForceBadger15,3,1,1,1,0,1,0,1,2,0,1,1,2,4.5,3.75,16.875,1.2,31.395,24.3,3.78,7.68,20.549,57.668,4.902,115.318
ForceBadger,ForceBadger_08,ForceBadger7,3,1,1,1,1,1,0,2,1,0,2,1,2,4.5,3.75,16.875,1.2,23.965,27.219,4.802,9.216,31.223,45.503,3.868,122.298
ForceBadger,ForceBadger_11,ForceBadger18,4,0,1,1,1,1,0,0,1,0,2,1,1,6.667,2.742,18.281,1.3,38.202,30.095,5.414,10.192,1.136,104,8.84,120.681
ForceBadger,ForceBadger_15,ForceBadger1,4,1,1,1,1,1,0,2,2,0,2,1,2,3.9,3,11.7,1.3,46.589,31.439,6.909,10.92,20.236,78,6.63,143.115
ForceBadger,ForceBadger_05,ForceBadger13,4,1,1,1,0,1,0,2,2,0,1,1,2,4.875,3.75,18.281,1.3,24.29,31.604,5.943,8.008,38.958,46.458,3.949,135.178
ForceBadger,ForceBadger_02,ForceBadger12,4,1,0,1,0,1,0,2,0,0,1,1,1,4.875,3.75,18.281,1.3,8.19,28.865,4.984,8.008,68.176,26,2.21,141.543
ForceBadger,ForceBadger_10,ForceBadger11,5,1,1,1,0,1,0,2,0,0,1,1,2,4.2,3,12.6,1.4,49.694,31.106,6.477,7.392,17.981,157.76,13.41,149.754
ForceBadger,ForceBadger_14,ForceBadger5,5,1,1,1,1,1,0,1,2,0,2,1,2,2.496,7.887,19.688,1.4,47.841,38.594,7.996,10.08,10.389,94.183,8.006,145.524
ForceBadger,ForceBadger_16,ForceBadger9,5,1,1,1,1,1,0,1,2,0,2,1,2,7.35,5.25,38.588,1.4,40.536,42.614,7.197,9.408,9.34,69.076,5.871,147.268
ForceBadger,ForceBadger_13,ForceBadger20,5,1,1,1,1,1,0,2,2,0,2,1,2,5.25,3.75,19.688,1.4,33.714,29.61,4.851,9.408,37.01,66.495,5.652,144.11
ForceBadger,ForceBadger_07,ForceBadger16,5,1,0,0,0,1,0,2,1,0,0,1,1,7.35,5.25,38.588,1.4,30.87,22.05,4.2,7.56,35.961,28,2.38,133.489
ForceBadger,ForceBadger_17,ForceBadger19,6,1,1,1,0,1,0,2,1,0,1,1,2,7.875,5.25,41.344,1.5,74.674,41.923,6.404,6.6,24.081,208.834,17.751,210.546
ForceBadger,ForceBadger_18,ForceBadger14,6,1,1,1,0,1,0,1,2,0,1,1,2,5.625,3.75,21.094,1.5,79.104,39.454,7.903,7.8,8.027,158.708,13.49,184.98
ForceBadger,ForceBadger_19,ForceBadger3,6,1,1,1,1,1,0,2,2,0,2,1,2,7.04,2.996,21.094,1.5,59.535,41.572,8.644,9,17.303,144,12.24,177.679
ForceBadger,ForceBadger_12,ForceBadger10,6,1,1,1,1,1,0,2,2,0,2,1,2,5.625,3.75,21.094,1.5,47.957,37.971,7.383,7.8,40.759,108.576,9.229,177.373
ForceBadger,ForceBadger_20,ForceBadger6,6,1,1,1,1,1,0,2,2,0,2,1,2,2.548,8.28,21.094,1.5,44.286,35.372,6.474,8.4,49.099,90,7.65,173.672
GalaxyRaptor,GalaxyRaptor_06,GalaxyRaptor11,1,1,1,1,0,1,0,0,6,0,1,1,2,5.129,2.742,14.063,1,72.89,22.067,3.786,9.6,14,81.594,6.935,154.969
GalaxyRaptor,GalaxyRaptor_01,GalaxyRaptor15,2,1,2,1,0,1,0,0,6,0,1,1,3,5.123,3.02,15.469,1.1,75.831,23.686,3.959,8.712,13.86,136.103,11.569,165.382
GalaxyRaptor,GalaxyRaptor_15,GalaxyRaptor14,2,1,0,1,0,1,0,0,4,0,1,1,1,5.358,2.887,15.469,1.1,33.648,26.04,4.783,11.88,13.86,22,1.87,114.439
GalaxyRaptor,GalaxyRaptor_02,GalaxyRaptor17,3,1,3,1,0,1,0,0,2,0,1,1,4,4.488,5.441,24.423,1.2,86.861,26.947,3.762,8.448,13.44,319.895,27.191,203.835
GalaxyRaptor,GalaxyRaptor_08,GalaxyRaptor07,3,1,3,1,0,1,0,0,7,0,1,1,4,4.5,3.75,16.875,1.2,132.739,27.117,4.766,9.216,13.44,316.525,26.905,249.898
GalaxyRaptor,GalaxyRaptor_03,GalaxyRaptor20,3,1,2,1,0,1,0,0,6,0,1,1,3,6.3,5.25,33.075,1.2,84.193,32.734,4.842,8.448,13.44,222.707,18.93,200.966
GalaxyRaptor,GalaxyRaptor_14,GalaxyRaptor16,4,1,2,1,0,1,0,0,2,0,1,1,3,8.287,4.385,36.337,1.3,110.813,44.851,8.532,10.92,12.74,456.948,38.841,276.505
GalaxyRaptor,GalaxyRaptor_09,GalaxyRaptor19,4,1,2,1,0,1,0,0,4,0,1,1,3,6.825,5.25,35.831,1.3,118.552,35.685,5.324,9.464,12.74,407.618,34.648,263.247
GalaxyRaptor,GalaxyRaptor_20,GalaxyRaptor03,4,1,3,1,0,1,0,0,5,0,1,1,4,10.818,1.69,18.281,1.3,119.763,36.398,7.621,10.192,12.74,384.882,32.715,263.476
GalaxyRaptor,GalaxyRaptor_07,GalaxyRaptor02,4,1,2,1,0,1,0,0,6,0,1,1,3,16.925,3.5,59.231,1.3,131.797,41.983,5.48,8.008,12.74,225.541,19.171,275.987
GalaxyRaptor,GalaxyRaptor_04,GalaxyRaptor04,5,1,4,1,0,1,0,0,4,0,1,1,5,12.659,1.555,19.688,1.4,177.372,29.813,4.922,6.72,11.76,672.308,57.146,346.098
GalaxyRaptor,GalaxyRaptor_10,GalaxyRaptor12,5,1,4,1,0,1,0,0,5,0,1,1,5,6.147,3.203,19.688,1.4,168.055,29.992,4.985,8.736,11.76,603.998,51.34,323.911
GalaxyRaptor,GalaxyRaptor_18,GalaxyRaptor01,5,1,4,1,0,1,0,0,7,0,1,1,5,7.35,5.25,38.588,1.4,188.65,38.884,5.892,8.736,11.76,568.24,48.3,357.909
GalaxyRaptor,GalaxyRaptor_12,GalaxyRaptor08,5,1,4,1,0,1,0,0,6,0,1,1,5,5.25,3.75,19.688,1.4,185.655,29.13,4.683,8.736,11.76,568.31,48.306,335.752
GalaxyRaptor,GalaxyRaptor_05,GalaxyRaptor18,5,1,2,1,0,1,0,0,6,0,1,1,3,7.35,5.25,38.588,1.4,161.447,39.297,6.037,7.392,11.76,542.978,46.153,325.885
GalaxyRaptor,GalaxyRaptor_11,GalaxyRaptor05,6,1,4,1,0,1,0,0,6,0,1,1,5,10.668,2.847,30.375,1.5,263.702,45.638,8.886,7.2,10.5,1016.145,86.372,497.219
GalaxyRaptor,GalaxyRaptor_13,GalaxyRaptor13,6,1,2,1,0,1,0,0,2,0,1,1,3,8.338,5.033,41.961,1.5,190.16,41.018,6.088,8.4,10.5,741.018,62.987,382.143
GalaxyRaptor,GalaxyRaptor_17,GalaxyRaptor10,6,1,3,1,0,1,0,0,6,0,1,1,4,10.161,4.069,41.344,7.5,242.5,40.306,5.838,7.2,10.5,712.933,60.599,432.608
GalaxyRaptor,GalaxyRaptor_19,GalaxyRaptor09,6,1,3,1,0,1,0,0,5,0,1,1,4,10.131,3.023,30.627,3,233.879,41.012,7.267,9.6,10.5,677.326,57.573,420.867
GalaxyRaptor,GalaxyRaptor_16,GalaxyRaptor06,6,1,3,1,0,1,0,0,6,0,1,1,4,10.125,6.75,68.344,4.5,212.743,51.771,7.488,6.6,10.5,614.024,52.192,408.276
HyperFalcon,HyperFalcon_01,HyperFalcon13,1,1,1,1,2,0,0,0,3,0,3,0,2,3,3,9,1,36.103,12.57,4.4,11.2,1.665,37.034,3.148,86.717
HyperFalcon,HyperFalcon_10,HyperFalcon7,2,1,1,1,2,0,0,0,3,0,3,0,2,3.3,3,9.9,1.1,36.036,10.89,3.812,12.672,2.06,83.6,7.106,92.193
HyperFalcon,HyperFalcon_03,HyperFalcon17,2,1,2,1,1,0,0,0,3,0,2,0,3,3.3,3,9.9,1.1,35.513,9.9,3.465,9.504,0.824,78.621,6.683,85.307
HyperFalcon,HyperFalcon_02,HyperFalcon14,3,1,2,1,0,0,0,0,1,0,1,0,3,3.6,3,10.8,1.2,44.403,10.626,3.719,7.68,13.44,141.606,12.036,114.224
HyperFalcon,HyperFalcon_08,HyperFalcon9,3,1,2,1,2,0,0,0,4,0,3,0,3,3.6,3,10.8,1.2,53.27,13.662,4.782,12.288,1.998,125.055,10.63,118.665
HyperFalcon,HyperFalcon_09,HyperFalcon18,3,1,1,1,2,0,0,0,2,0,3,0,2,3.6,3,10.8,1.2,44.289,19.271,6.745,11.52,0.799,114.884,9.765,113.735
HyperFalcon,HyperFalcon_07,HyperFalcon19,4,1,2,1,1,0,0,0,2,0,2,0,3,3.9,3,11.7,2.6,51.747,11.7,4.095,8.008,0.379,179.98,15.298,115.499
HyperFalcon,HyperFalcon_06,HyperFalcon16,4,1,2,0,1,0,0,0,2,0,1,0,3,3.9,3,11.7,1.3,50.055,23.4,3.9,8.008,4.166,163.804,13.923,127.079
HyperFalcon,HyperFalcon_04,HyperFalcon20,4,1,2,0,2,0,0,0,1,0,2,0,3,3.9,3,11.7,2.6,47.385,23.4,3.9,8.736,4.545,156,13.26,124.473
HyperFalcon,HyperFalcon_15,HyperFalcon2,4,1,2,1,2,0,0,0,4,0,3,0,3,3.9,3,11.7,1.3,60.395,9.653,3.378,12.376,2.273,153.83,13.076,124.784
HyperFalcon,HyperFalcon_20,HyperFalcon8,5,1,2,1,2,0,0,0,3,0,3,0,3,4.2,3,12.6,1.4,68.609,7.623,2.668,10.752,1.748,225.4,19.159,137.38
HyperFalcon,HyperFalcon_12,HyperFalcon11,5,1,2,1,2,0,0,0,3,0,3,0,3,4.2,3,12.6,1.4,64.897,13.86,4.851,9.408,1.049,196,16.66,136.348
HyperFalcon,HyperFalcon_14,HyperFalcon5,5,1,2,0,2,0,0,0,3,0,2,0,3,4.2,3,12.6,1.4,64.575,25.2,4.2,11.424,5.944,187.6,15.946,152.595
HyperFalcon,HyperFalcon_13,HyperFalcon6,5,1,2,1,2,0,0,0,4,0,3,0,3,4.2,3,12.6,1.4,72.702,13.86,4.851,10.08,1.398,175,14.875,142.907
HyperFalcon,HyperFalcon_05,HyperFalcon15,5,1,2,1,2,0,0,0,3,0,3,0,3,4.2,3,12.6,1.4,70.683,16.501,5.775,8.736,1.049,168.277,14.304,141.872
HyperFalcon,HyperFalcon_17,HyperFalcon10,6,1,2,1,2,0,0,0,3,0,3,0,3,4.5,3,13.5,1.5,114.876,8.168,2.859,10.8,2.185,373.381,31.737,204.763
HyperFalcon,HyperFalcon_19,HyperFalcon1,6,1,2,1,2,0,0,0,4,0,3,0,3,4.5,3,13.5,1.5,113.026,14.85,5.198,10.2,1.873,344.821,29.31,207.493
HyperFalcon,HyperFalcon_16,HyperFalcon4,6,1,2,1,2,0,0,0,3,0,3,0,3,4.5,3,13.5,1.5,90.653,11.88,4.158,10.8,2.185,304.5,25.883,176.334
HyperFalcon,HyperFalcon_11,HyperFalcon12,6,1,2,1,1,0,0,0,4,0,2,0,3,4.5,3,13.5,1.5,87.708,9.602,3.361,7.2,0.312,254.556,21.637,158.68
HyperFalcon,HyperFalcon_18,HyperFalcon3,6,1,2,1,2,0,0,0,4,0,3,0,3,4.5,3,13.5,1.5,87.272,14.85,5.198,10.2,1.873,241.806,20.554,168.328
LightFox,LightFox_01,LightFox12,1,1,2,2,0,0,0,0,1,0,2,0,3,3,3,9,1,33.473,7.469,2.614,11,14,153.408,13.04,103.353
LightFox,LightFox_03,LightFox17,2,1,4,2,0,0,0,0,1,0,2,0,5,3.3,3,9.9,2.2,47.067,2.691,0.942,10.89,13.86,210.705,17.91,117.979
LightFox,LightFox_04,LightFox19,2,1,1,2,0,1,0,0,1,0,2,1,2,2.761,11.017,30.412,1.1,37.016,21.492,1.458,12.87,13.86,110,9.35,125.116
LightFox,LightFox_05,LightFox11,3,1,2,1,0,1,0,0,1,0,1,1,3,4.5,3.75,16.875,1.2,53.66,18.78,1.848,8.448,13.44,226.92,19.288,145.106
LightFox,LightFox_20,LightFox1,3,1,3,3,0,1,0,0,1,0,3,1,4,3.6,3,10.8,1.2,47.166,17.88,2.478,11.328,13.44,222.81,18.939,136.592
LightFox,LightFox_02,LightFox13,3,1,1,1,0,0,0,0,1,0,1,0,2,3.6,3,10.8,7.2,61.955,10.976,3.842,7.68,13.44,211.543,17.981,141.356
LightFox,LightFox_09,LightFox10,4,1,3,3,0,1,0,0,1,0,3,1,4,4.875,3.75,18.281,1.3,103.26,24.46,3.442,11.466,12.74,494.084,41.997,238.838
LightFox,LightFox_08,LightFox14,4,1,4,3,0,1,0,0,1,0,3,1,5,4.875,3.75,18.281,2.6,80.855,25.999,3.981,11.466,12.74,383.358,32.585,204.286
LightFox,LightFox_07,LightFox16,4,1,2,3,0,1,0,0,1,0,3,1,3,2.029,9.011,18.281,2.6,71.397,21.366,2.359,12.194,12.74,312.087,26.527,177.476
LightFox,LightFox_06,LightFox20,4,1,3,1,0,1,0,0,1,0,1,1,4,3.9,3,11.7,2.6,66.911,15.942,1.485,8.008,12.74,289.163,24.579,158.437
LightFox,LightFox_17,LightFox9,5,1,2,1,0,1,0,0,1,0,1,1,3,7.35,5.25,38.588,1.4,192.333,28.21,2.156,7.392,11.76,1011.407,85.97,399.703
LightFox,LightFox_13,LightFox7,5,1,4,3,0,1,0,0,1,0,3,1,5,3.262,6.036,19.688,1.4,180.8,22.26,2.279,10.584,11.76,882.262,74.992,359.376
LightFox,LightFox_10,LightFox18,5,1,3,3,0,0,0,0,1,0,3,0,4,4.2,3,12.6,1.4,104.747,9.743,3.41,11.928,11.76,610.681,51.908,235.574
LightFox,LightFox_12,LightFox15,5,1,4,1,0,1,0,0,1,0,1,1,5,4.922,7.84,38.588,2.8,112.831,28.21,2.156,7.392,11.76,535.087,45.482,257.18
LightFox,LightFox_11,LightFox8,5,1,4,1,0,1,0,0,1,0,1,1,5,7.77,5.072,39.41,1.4,113.982,30.207,2.855,7.392,11.76,508.476,43.22,260.689
LightFox,LightFox_19,LightFox4,6,1,4,3,0,1,0,0,1,0,3,1,5,5.625,3.75,21.094,1.5,226.598,28.2,3.964,8.85,10.5,1309.5,111.308,465.606
LightFox,LightFox_16,LightFox3,6,1,4,3,0,1,0,0,1,0,3,1,5,6.504,6.357,41.344,1.5,203.031,41.985,6.426,12.45,10.5,1164.401,98.974,450.331
LightFox,LightFox_15,LightFox5,6,1,4,3,0,1,0,0,1,0,3,1,5,7.594,2.778,21.094,1.5,192.148,24.585,2.699,8.85,10.5,1107.243,94.116,402.491
LightFox,LightFox_14,LightFox6,6,1,4,3,0,1,0,0,1,0,3,1,5,5.625,3.75,21.094,1.5,213.941,25.133,2.89,11.85,10.5,1050.871,89.324,419.998
LightFox,LightFox_18,LightFox2,6,1,4,3,0,1,0,0,1,0,3,1,5,10.406,4.086,42.522,1.5,226.917,35.306,4.088,12.45,10.5,1351.351,114.865,492.624
MeteorMantis,MeteorMantis_01,MeteorMantis13,1,1,1,1,0,1,0,1,4,0,1,1,2,3,3,9,1,33.726,20.684,4.09,8.8,21.405,39.018,3.316,109.641
MeteorMantis,MeteorMantis_06,MeteorMantis10,2,2,1,1,0,0,0,0,2,0,1,0,3,3.3,3,9.9,2.2,51.605,12.054,4.219,10.296,13.86,80.138,6.812,118.893
MeteorMantis,MeteorMantis_03,MeteorMantis15,2,2,1,1,0,0,0,0,3,0,1,0,3,3.3,3,9.9,2.2,51.897,10.388,3.636,8.712,13.86,67.033,5.698,113.774
MeteorMantis,MeteorMantis_05,MeteorMantis20,3,2,1,1,0,1,0,0,4,0,1,1,3,1.752,6.164,10.8,2.4,53.998,24.979,4.963,8.448,13.44,96,8.16,133.148
MeteorMantis,MeteorMantis_02,MeteorMantis5,3,2,1,1,0,0,0,1,4,0,1,0,3,3.6,3,10.8,2.4,48.621,11.286,3.95,8.448,30.824,84.209,7.158,130.676
MeteorMantis,MeteorMantis_04,MeteorMantis16,3,1,1,1,0,1,0,1,3,0,1,1,2,2.16,7.813,16.875,1.2,40.54,26.285,4.475,7.68,20.549,69.503,5.908,126.564
MeteorMantis,MeteorMantis_13,MeteorMantis9,4,2,1,1,0,1,0,0,2,0,1,1,3,4.875,3.75,18.281,2.6,57.165,27.495,4.505,8.008,12.74,133.992,11.389,148.075
MeteorMantis,MeteorMantis_14,MeteorMantis7,4,2,1,1,0,1,0,1,3,0,1,1,3,4.144,4.412,18.281,2.6,65.318,24.479,3.449,8.008,19.479,116.547,9.906,156.341
MeteorMantis,MeteorMantis_09,MeteorMantis6,4,2,1,1,0,1,0,0,3,0,1,1,3,3.047,3.84,11.7,2.6,61.835,24.57,4.505,8.008,12.74,103.825,8.825,141.502
MeteorMantis,MeteorMantis_07,MeteorMantis14,4,2,1,1,0,1,0,0,3,0,1,1,3,5.205,3.512,18.281,2.6,47.886,29.861,5.333,8.008,12.74,76.616,6.512,135.033
MeteorMantis,MeteorMantis_10,MeteorMantis17,5,2,1,1,0,0,0,1,3,0,1,0,3,4.2,3,12.6,2.8,84.603,16.408,5.743,7.392,17.981,188.079,15.987,174.152
MeteorMantis,MeteorMantis_15,MeteorMantis12,5,2,1,1,0,1,0,1,4,0,1,1,3,3.007,4.19,12.6,2.8,107.375,30.178,6.152,8.064,26.971,135.193,11.491,213.974
MeteorMantis,MeteorMantis_18,MeteorMantis3,5,2,1,1,0,1,0,0,4,0,1,1,3,7.505,3.983,29.889,2.8,76.317,34.02,5.292,8.064,11.76,131.982,11.218,179.686
MeteorMantis,MeteorMantis_12,MeteorMantis4,5,2,1,1,0,1,0,1,4,0,1,1,3,4.788,4.112,19.688,2.8,61.346,31.487,5.508,7.392,35.961,130.447,11.088,179.49
MeteorMantis,MeteorMantis_08,MeteorMantis1,5,2,1,1,0,1,0,1,4,0,1,1,3,5.25,3.75,19.688,2.8,65.018,31.529,5.523,7.392,35.961,109.087,9.272,181.221
MeteorMantis,MeteorMantis_20,MeteorMantis2,6,2,1,1,0,1,0,1,3,0,1,1,3,5.113,4.126,21.094,3,116.605,34.455,6.153,6.6,16.054,290.22,24.669,239.334
MeteorMantis,MeteorMantis_19,MeteorMantis19,6,2,1,1,0,1,0,1,3,0,1,1,3,5.625,3.75,21.094,4.5,102.187,39.91,8.062,6,16.054,249.403,21.199,226.728
